city,state,house_type,month,avg_temp_f,humidity,heating_degree_days,cooling_degree_days,avg_energy_kwh,square_feet,num_occupants,energy_rate_per_kwh,monthly_energy_bill
Boston,MA,Townhouse,9,66.1,47.0,0.0,31.5,5077.4,1956,2,0.21,1055.73
New York,NY,Condo,7,83.6,61.0,0.0,556.7,30645.9,1202,1,0.216,6601.68
Seattle,WA,Large House,8,75.8,50.0,0.0,324.3,97125.9,4695,1,0.12,11671.42
New York,NY,Townhouse,4,54.3,63.1,320.6,0.0,44311.9,2190,1,0.18,7969.17
Chicago,IL,Large House,9,67.9,37.4,0.0,87.1,28209.4,4308,4,0.14,3940.22
Seattle,WA,Apartment,1,40.9,75.8,723.0,0.0,27924.0,751,1,0.11,3089.33
Denver,CO,Condo,9,73.4,52.4,0.0,252.1,15203.8,1261,1,0.12,1828.01
Phoenix,AZ,Large House,8,86.2,87.8,0.0,634.5,138904.6,3528,3,0.156,21668.19
Seattle,WA,Townhouse,11,57.0,71.5,239.4,0.0,22590.4,1464,1,0.1,2241.91
Chicago,IL,Townhouse,4,58.7,36.4,189.6,0.0,25226.1,2019,3,0.14,3545.51
Miami,FL,Condo,5,84.9,86.9,0.0,597.3,39344.4,1444,1,0.11,4335.07
Chicago,IL,Apartment,2,28.1,85.5,1105.6,0.0,48970.3,870,1,0.154,7560.39
Houston,TX,Large House,6,83.7,56.0,0.0,562.4,118628.0,3390,1,0.144,17087.86
Los Angeles,CA,Townhouse,3,49.6,77.5,461.1,0.0,38678.6,1350,1,0.22,8521.88
Atlanta,GA,House,1,47.8,84.2,514.6,0.0,100848.1,2907,4,0.143,14420.81
Seattle,WA,House,8,77.7,82.5,0.0,382.3,32246.8,1524,3,0.12,3850.02
New York,NY,Townhouse,12,35.1,47.4,896.5,0.0,114906.7,2097,1,0.198,22735.05
Houston,TX,Condo,9,82.2,71.9,0.0,516.6,36664.7,1547,2,0.12,4391.52
Phoenix,AZ,Apartment,8,88.7,84.7,0.0,712.0,33432.5,1135,1,0.156,5230.98
Houston,TX,Townhouse,4,72.9,38.8,0.0,237.0,16274.8,1303,2,0.12,1937.34
Miami,FL,Condo,3,65.7,85.9,0.0,20.0,1957.3,1097,1,0.11,230.44
Los Angeles,CA,Condo,7,75.7,82.4,0.0,319.9,23473.0,1549,3,0.264,6198.45
Houston,TX,Townhouse,11,68.4,42.3,0.0,102.0,8399.5,1378,2,0.12,1013.94
Atlanta,GA,House,9,69.1,73.0,0.0,122.4,19752.8,2618,3,0.13,2584.15
Atlanta,GA,Townhouse,6,71.1,80.9,0.0,183.2,19473.4,1973,2,0.156,3056.28
Houston,TX,Apartment,10,80.7,65.4,0.0,470.3,17382.9,883,1,0.12,2070.1
Houston,TX,Large House,12,67.2,88.8,0.0,65.6,18571.3,3517,3,0.132,2455.72
Atlanta,GA,Condo,1,43.3,81.5,651.3,0.0,46980.7,1274,2,0.143,6708.25
New York,NY,Condo,4,57.2,58.5,235.0,0.0,12045.8,859,1,0.18,2179.62
Seattle,WA,Townhouse,11,54.6,30.8,313.2,0.0,24365.9,1232,1,0.1,2419.65
Houston,TX,House,7,97.0,31.9,0.0,959.9,164132.0,3210,5,0.144,23651.02
Denver,CO,Large House,9,71.5,43.1,0.0,194.4,42056.0,3199,6,0.12,5031.23
New York,NY,Townhouse,8,74.8,77.2,0.0,293.1,18273.4,1203,2,0.216,3961.35
Houston,TX,Condo,6,84.3,88.4,0.0,580.2,32386.7,1215,2,0.144,4646.26
Miami,FL,Apartment,2,63.6,71.2,41.3,0.0,1610.3,507,1,0.121,190.93
Denver,CO,Condo,2,46.6,48.0,553.0,0.0,38260.8,1216,2,0.132,5057.64
New York,NY,Apartment,1,29.4,47.9,1067.4,0.0,56862.7,1045,2,0.198,11251.15
Boston,MA,House,3,42.1,49.6,687.9,0.0,83809.3,1827,1,0.21,17611.52
Houston,TX,Apartment,5,80.6,62.2,0.0,466.5,20973.0,1077,1,0.12,2498.55
Boston,MA,Condo,3,45.6,86.5,581.5,0.0,42156.8,1274,2,0.21,8856.56
Atlanta,GA,Apartment,4,57.5,35.3,224.6,0.0,11527.0,958,1,0.13,1485.31
Miami,FL,Condo,8,94.6,64.8,0.0,887.4,59052.8,1475,2,0.132,7812.54
Miami,FL,Apartment,12,65.3,64.5,0.0,7.7,956.2,855,1,0.121,96.51
Phoenix,AZ,House,8,91.9,76.4,0.0,806.3,76459.3,1775,1,0.156,11945.1
Denver,CO,Large House,2,52.7,38.7,369.5,0.0,93692.5,3213,5,0.132,12377.35
New York,NY,House,7,74.3,70.0,0.0,279.6,51487.4,3251,6,0.216,11138.1
Miami,FL,Large House,11,72.8,89.6,0.0,235.2,66598.5,4297,6,0.11,7311.6
Houston,TX,House,8,90.8,45.0,0.0,773.6,96817.5,2332,4,0.144,13957.24
Atlanta,GA,House,7,77.8,40.6,0.0,385.4,33197.1,1561,2,0.156,5167.34
Boston,MA,Condo,4,52.6,37.0,371.8,0.0,29110.3,1363,1,0.21,6109.28
Seattle,WA,Condo,10,62.2,76.1,83.3,0.0,6669.4,1193,2,0.1,656.09
Chicago,IL,Large House,10,58.5,45.9,193.9,0.0,75372.4,4780,1,0.14,10545.12
Phoenix,AZ,Townhouse,7,93.3,67.8,0.0,849.1,85442.9,2043,1,0.156,13325.22
Denver,CO,Large House,10,66.7,66.5,0.0,51.5,16606.8,3679,5,0.12,2012.18
Los Angeles,CA,Large House,2,45.3,74.0,591.2,0.0,200165.1,4374,6,0.242,48431.85
Los Angeles,CA,House,10,60.0,71.5,150.1,0.0,23701.7,2166,2,0.22,5211.03
Miami,FL,Apartment,5,78.7,31.5,0.0,410.5,14258.5,819,1,0.11,1575.84
Phoenix,AZ,Apartment,7,91.2,69.6,0.0,787.4,23398.2,720,1,0.156,3645.59
Phoenix,AZ,Apartment,8,86.6,43.1,0.0,648.7,14989.6,556,1,0.156,2328.67
Boston,MA,Townhouse,3,44.5,32.3,615.4,0.0,50152.6,1319,1,0.21,10538.96
New York,NY,Townhouse,11,40.3,79.9,742.2,0.0,90254.8,1975,3,0.18,16242.62
New York,NY,Condo,12,34.3,33.1,921.8,0.0,70952.6,1372,1,0.198,14048.7
Boston,MA,Condo,5,64.8,44.1,6.8,0.0,1396.8,953,1,0.21,295.78
Boston,MA,House,3,45.3,55.4,589.6,0.0,71610.1,1810,2,0.21,15033.78
Boston,MA,Condo,5,68.9,61.3,0.0,117.0,8954.4,1434,2,0.21,1877.88
New York,NY,Apartment,12,28.4,52.3,1096.6,0.0,46393.5,832,1,0.198,9196.27
Atlanta,GA,Apartment,12,45.5,56.2,585.0,0.0,24077.4,798,1,0.143,3456.82
Chicago,IL,Apartment,3,44.2,87.3,624.2,0.0,30503.2,951,1,0.14,4266.68
Boston,MA,Apartment,9,64.6,65.1,12.0,0.0,1399.9,929,1,0.21,308.29
Boston,MA,Condo,1,25.6,69.1,1183.4,0.0,57399.2,869,1,0.231,13249.59
Los Angeles,CA,Condo,4,58.5,72.1,193.8,0.0,10963.9,937,1,0.22,2400.42
Denver,CO,Apartment,4,56.0,88.1,268.9,0.0,7427.0,518,1,0.12,886.6
Chicago,IL,Townhouse,11,45.7,70.1,579.9,0.0,77010.0,2142,4,0.14,10791.3
Atlanta,GA,Condo,1,49.4,60.0,469.3,0.0,30808.7,1151,1,0.143,4422.37
New York,NY,Townhouse,7,74.3,33.8,0.0,278.3,22831.4,1587,1,0.216,4939.05
Los Angeles,CA,Large House,6,74.6,77.6,0.0,287.1,84000.5,4522,5,0.264,22180.64
Chicago,IL,Large House,12,31.2,89.8,1012.7,0.0,317727.4,4109,4,0.154,48940.97
Phoenix,AZ,Townhouse,1,62.5,63.7,74.0,0.0,10313.1,1886,1,0.143,1489.77
Houston,TX,House,5,79.0,68.8,0.0,420.8,70403.4,3040,6,0.12,8431.03
Chicago,IL,House,2,36.6,70.6,850.8,0.0,196312.7,3474,5,0.154,30214.69
Chicago,IL,Apartment,3,44.9,42.7,602.9,0.0,18100.3,582,1,0.14,2514.73
Seattle,WA,Apartment,4,61.2,78.0,115.0,0.0,7747.0,1165,1,0.1,778.78
Miami,FL,House,4,74.7,87.0,0.0,290.2,40223.6,2458,4,0.11,4441.88
Phoenix,AZ,Apartment,1,60.7,31.9,129.0,0.0,7833.0,1063,2,0.143,1131.02
Atlanta,GA,Townhouse,12,47.0,45.7,541.4,0.0,40414.4,1206,1,0.143,5762.45
Houston,TX,Apartment,10,82.3,51.7,0.0,519.6,22344.2,1024,2,0.12,2666.71
Miami,FL,Townhouse,5,85.1,40.1,0.0,602.8,65525.0,2181,3,0.11,7222.41
Los Angeles,CA,Townhouse,2,50.5,74.2,434.3,0.0,57283.9,2114,2,0.242,13877.95
Denver,CO,House,2,50.3,85.7,439.6,0.0,58743.5,1981,1,0.132,7748.05
Los Angeles,CA,Condo,2,49.7,72.0,458.7,0.0,23056.4,879,1,0.242,5597.33
Seattle,WA,House,12,42.5,40.8,673.8,0.0,131164.3,2909,5,0.11,14445.89
Miami,FL,Condo,12,67.1,34.6,0.0,64.1,3646.4,955,1,0.121,422.41
Atlanta,GA,Large House,4,53.5,58.9,345.4,0.0,118994.4,4357,6,0.13,15484.68
Houston,TX,Apartment,10,76.9,78.3,0.0,356.5,17709.8,1168,1,0.12,2130.38
Atlanta,GA,Large House,7,71.6,81.5,0.0,198.5,61613.4,4683,1,0.156,9612.09
Denver,CO,Large House,7,77.3,68.2,0.0,369.7,102499.3,4345,6,0.144,14750.54
Houston,TX,Townhouse,11,67.8,62.5,0.0,83.8,10648.1,2026,4,0.12,1272.55
Denver,CO,Apartment,6,70.9,87.1,0.0,175.8,8481.1,1055,2,0.144,1221.28
Boston,MA,House,9,64.5,46.8,14.6,0.0,5625.1,2513,5,0.21,1172.21
Houston,TX,Townhouse,10,84.9,73.3,0.0,595.5,51780.5,1742,3,0.12,6204.6
Atlanta,GA,Condo,11,49.3,38.7,471.2,0.0,42761.9,1591,2,0.13,5558.43
Miami,FL,Townhouse,3,74.3,68.4,0.0,278.0,29069.4,2015,2,0.11,3199.73
Los Angeles,CA,Townhouse,8,74.8,76.5,0.0,293.0,24399.1,1596,3,0.264,6454.36
Houston,TX,Large House,2,63.9,75.9,32.5,0.0,14138.4,3687,5,0.132,1873.35
Los Angeles,CA,Townhouse,1,48.3,62.3,499.5,0.0,61872.2,1998,1,0.242,14966.69
Phoenix,AZ,Townhouse,4,76.7,83.0,0.0,350.0,29144.7,1631,2,0.13,3799.03
Seattle,WA,Condo,4,59.8,33.5,155.3,0.0,10296.5,1066,2,0.1,1012.52
Boston,MA,Townhouse,10,60.1,87.1,148.4,0.0,15846.4,1586,2,0.21,3334.13
Seattle,WA,Townhouse,9,74.3,33.5,0.0,280.3,27421.4,1883,2,0.1,2754.17
Miami,FL,House,2,60.4,37.0,137.0,0.0,16125.8,1600,2,0.121,1931.79
Chicago,IL,Condo,11,48.9,84.9,481.7,0.0,28097.3,1019,2,0.14,3928.7
Miami,FL,Large House,6,84.7,83.3,0.0,592.1,174875.5,4749,3,0.132,23095.68
Miami,FL,Apartment,10,77.9,56.1,0.0,386.6,19566.3,1187,2,0.11,2143.14
Denver,CO,Townhouse,9,72.1,53.7,0.0,214.0,21445.5,1873,3,0.12,2574.79
Boston,MA,Townhouse,6,72.2,54.2,0.0,214.9,19051.9,1650,3,0.252,4798.37
Houston,TX,House,10,81.4,84.7,0.0,490.6,77914.2,2929,1,0.12,9348.76
Houston,TX,Apartment,4,80.7,72.0,0.0,469.8,18453.3,934,1,0.12,2213.01
Phoenix,AZ,House,8,88.2,47.8,0.0,694.5,117588.2,3157,3,0.156,18352.04
Boston,MA,Apartment,6,76.9,36.6,0.0,356.8,12946.9,846,1,0.252,3275.5
Houston,TX,Condo,5,86.8,58.2,0.0,654.5,30665.2,1032,1,0.12,3687.2
Phoenix,AZ,Large House,7,88.0,88.8,0.0,689.0,188462.8,4424,2,0.156,29409.99
New York,NY,Condo,7,75.2,74.7,0.0,306.7,13504.5,927,1,0.216,2935.67
Chicago,IL,House,4,51.1,35.0,417.6,0.0,94635.1,3349,2,0.14,13267.19
Denver,CO,Townhouse,8,75.9,46.9,0.0,326.3,28295.0,1685,3,0.144,4055.76
Phoenix,AZ,Condo,1,57.9,61.1,213.7,0.0,20104.2,1567,3,0.143,2875.33
Boston,MA,Condo,7,74.5,76.8,0.0,283.9,14026.9,1032,2,0.252,3526.08
Boston,MA,House,12,33.5,34.5,945.1,0.0,126570.6,2024,1,0.231,29252.46
Boston,MA,Apartment,11,47.7,75.0,517.6,0.0,23170.4,864,1,0.21,4866.81
Denver,CO,Large House,3,54.0,46.2,330.4,0.0,103440.0,3956,4,0.12,12403.33
Houston,TX,Townhouse,8,91.3,71.5,0.0,789.6,75943.0,1951,1,0.144,10941.27
Houston,TX,Townhouse,5,85.4,47.1,0.0,611.3,51114.6,1683,1,0.12,6126.2
Boston,MA,Condo,8,78.0,42.1,0.0,388.6,19533.9,1070,2,0.252,4928.57
Atlanta,GA,Large House,1,41.3,41.4,711.6,0.0,213230.3,3905,1,0.143,30476.05
Chicago,IL,Apartment,6,78.4,75.8,0.0,401.2,14704.3,863,1,0.168,2467.88
Atlanta,GA,Large House,8,76.0,31.2,0.0,330.4,83462.2,3925,6,0.156,13010.13
Miami,FL,Large House,9,82.8,53.7,0.0,535.1,162084.1,4850,4,0.11,17818.99
Atlanta,GA,Apartment,7,78.9,57.5,0.0,416.9,13137.3,748,1,0.156,2042.99
Phoenix,AZ,Large House,5,79.8,34.1,0.0,444.8,85838.4,3076,1,0.13,11177.02
Atlanta,GA,Large House,8,74.2,50.0,0.0,275.9,75619.1,4209,6,0.156,11776.77
Atlanta,GA,House,12,48.9,64.3,483.9,0.0,77100.0,2355,4,0.143,11027.95
Chicago,IL,House,9,67.9,72.9,0.0,86.6,16284.4,2878,2,0.14,2287.99
Boston,MA,Large House,9,71.1,64.0,0.0,184.4,51981.3,4223,1,0.21,10933.5
Atlanta,GA,Condo,1,49.5,72.0,466.0,0.0,34870.9,1311,1,0.143,5001.73
Los Angeles,CA,Condo,7,70.1,74.6,0.0,151.6,7072.4,933,1,0.264,1860.5
Chicago,IL,House,5,64.8,82.5,5.5,0.0,4911.3,3087,4,0.14,684.03
Houston,TX,Condo,3,65.2,48.3,0.0,6.7,1913.0,1459,2,0.12,239.02
Denver,CO,Townhouse,9,72.5,83.7,0.0,225.6,24810.5,2093,1,0.12,2967.74
Phoenix,AZ,Condo,1,62.3,64.2,80.0,0.0,4419.1,829,1,0.143,624.08
Houston,TX,House,2,68.6,81.0,0.0,109.4,23775.1,3483,3,0.132,3145.36
Denver,CO,Apartment,2,51.7,40.7,400.2,0.0,15682.7,751,1,0.132,2056.39
Denver,CO,Townhouse,1,46.1,55.2,567.9,0.0,70584.1,2001,4,0.132,9318.26
Miami,FL,Condo,11,74.4,36.5,0.0,282.5,17288.8,1276,2,0.11,1882.24
Chicago,IL,Apartment,6,72.3,30.3,0.0,219.0,10545.5,1084,1,0.168,1757.64
Boston,MA,Apartment,4,51.4,80.7,409.0,0.0,14450.0,672,1,0.21,3033.06
New York,NY,Apartment,7,74.1,71.2,0.0,273.1,12465.0,1050,2,0.216,2712.39
Atlanta,GA,Condo,9,68.7,56.3,0.0,109.9,6922.8,1170,2,0.13,886.98
New York,NY,Apartment,12,34.6,78.1,912.6,0.0,48438.9,1042,1,0.198,9598.16
Atlanta,GA,Apartment,4,61.4,30.0,106.9,0.0,3393.8,540,1,0.13,447.46
Boston,MA,Apartment,5,64.1,30.1,27.7,0.0,1515.2,624,1,0.21,313.47
Los Angeles,CA,Townhouse,2,48.1,40.9,507.2,0.0,68860.1,2191,1,0.242,16653.12
Chicago,IL,Large House,6,69.3,44.7,0.0,127.7,27782.7,3126,1,0.168,4677.07
Los Angeles,CA,Condo,10,66.3,62.4,0.0,37.9,3739.3,1391,1,0.22,836.14
Los Angeles,CA,Townhouse,3,50.2,40.3,444.9,0.0,47219.4,1706,1,0.22,10379.02
Atlanta,GA,Apartment,7,76.9,35.1,0.0,357.1,9140.2,595,1,0.156,1429.1
Houston,TX,Condo,2,66.1,60.1,0.0,33.2,1942.3,800,1,0.132,262.87
Chicago,IL,Large House,2,36.3,81.9,860.3,0.0,305112.3,4635,3,0.154,47000.93
Atlanta,GA,Townhouse,12,48.2,64.3,502.5,0.0,60038.9,1923,1,0.143,8597.09
Los Angeles,CA,House,7,76.6,65.7,0.0,349.4,38460.4,1994,1,0.264,10167.6
Los Angeles,CA,Apartment,6,73.3,78.8,0.0,249.5,8567.7,782,1,0.264,2281.84
Los Angeles,CA,Townhouse,2,52.4,87.7,378.3,0.0,51396.3,2166,1,0.242,12453.99
Denver,CO,Large House,3,51.1,69.9,418.1,0.0,152126.7,4669,1,0.12,18241.03
New York,NY,Apartment,10,58.3,72.3,200.4,0.0,11509.2,1060,1,0.18,2082.33
Chicago,IL,Large House,4,50.3,89.2,440.8,0.0,146202.7,4249,4,0.14,20453.43
Miami,FL,House,6,89.2,35.7,0.0,725.7,91420.2,2343,4,0.132,12065.26
Los Angeles,CA,Condo,8,77.0,72.3,0.0,361.2,24139.4,1431,2,0.264,6353.68
Atlanta,GA,House,3,49.5,74.8,465.6,0.0,67741.6,2157,2,0.13,8811.62
Boston,MA,Apartment,8,72.2,63.4,0.0,214.9,11289.0,1183,1,0.252,2845.2
Denver,CO,House,2,52.4,79.5,377.4,0.0,68734.1,2676,2,0.132,9091.03
Chicago,IL,Condo,9,66.9,46.1,0.0,56.7,5269.5,1518,2,0.14,747.74
Seattle,WA,House,9,68.2,33.6,0.0,95.9,17495.3,2844,3,0.1,1746.8
Chicago,IL,Condo,6,74.2,67.4,0.0,275.5,17715.8,1353,2,0.168,2956.78
Miami,FL,Large House,9,86.4,33.9,0.0,641.7,135165.1,3380,6,0.11,14887.2
Miami,FL,House,5,83.8,80.6,0.0,563.2,83962.5,2754,4,0.11,9220.83
Seattle,WA,Large House,9,73.2,43.4,0.0,247.1,51739.4,3195,3,0.1,5168.31
Houston,TX,Large House,5,77.2,68.2,0.0,366.3,108633.7,4675,2,0.12,13034.19
Denver,CO,Condo,4,62.8,40.6,65.6,0.0,4293.6,920,1,0.12,497.23
Miami,FL,Condo,1,61.0,50.3,120.0,0.0,11128.3,1458,2,0.121,1365.81
Phoenix,AZ,Townhouse,1,65.1,56.2,0.0,2.3,2063.8,1548,3,0.143,307.69
Los Angeles,CA,Large House,8,76.0,76.6,0.0,329.7,95522.7,4529,3,0.264,25235.71
Phoenix,AZ,Townhouse,12,65.6,82.0,0.0,19.2,3949.7,1884,3,0.143,572.8
Chicago,IL,Apartment,10,55.2,46.2,293.9,0.0,13758.2,880,1,0.14,1913.45
Denver,CO,Condo,2,51.9,64.2,393.4,0.0,20330.6,900,1,0.132,2699.28
Phoenix,AZ,Townhouse,3,66.4,68.1,0.0,42.2,4230.7,1388,1,0.13,550.03
Boston,MA,Townhouse,3,45.3,54.6,592.3,0.0,60449.3,1648,3,0.21,12708.44
Atlanta,GA,Townhouse,11,54.7,77.5,309.7,0.0,30353.9,1549,1,0.13,3943.67
Seattle,WA,Townhouse,2,45.0,63.2,600.8,0.0,78208.2,2102,4,0.11,8609.71
Los Angeles,CA,Apartment,12,45.5,39.8,585.7,0.0,25414.9,844,1,0.242,6166.79
Atlanta,GA,Townhouse,7,79.8,87.7,0.0,445.0,30529.5,1363,1,0.156,4778.32
Miami,FL,Townhouse,7,95.7,30.0,0.0,920.3,64782.2,1428,2,0.132,8543.06
Houston,TX,Condo,6,83.8,53.8,0.0,563.7,35867.9,1394,1,0.144,5163.32
Miami,FL,Townhouse,12,61.9,35.5,94.3,0.0,11119.8,1613,3,0.121,1364.52
Boston,MA,Condo,6,75.9,41.7,0.0,327.0,22027.5,1433,1,0.252,5555.56
Chicago,IL,Townhouse,8,74.6,36.1,0.0,288.6,31433.7,2091,4,0.168,5293.15
Seattle,WA,Townhouse,7,77.5,84.1,0.0,375.4,36335.6,1903,2,0.12,4340.82
Houston,TX,Condo,7,92.1,36.9,0.0,812.6,42860.2,1166,2,0.144,6154.1
Atlanta,GA,House,8,75.0,66.9,0.0,299.8,44975.0,2668,4,0.156,7007.33
Atlanta,GA,House,3,49.8,55.4,455.0,0.0,60469.5,1964,2,0.13,7861.16
Miami,FL,Apartment,6,90.1,42.4,0.0,754.0,28736.0,925,1,0.132,3803.95
Boston,MA,House,11,45.0,42.9,600.1,0.0,83984.0,2093,1,0.21,17633.23
New York,NY,Apartment,1,27.8,76.4,1116.6,0.0,55565.0,981,1,0.198,10990.46
Miami,FL,Apartment,4,75.3,74.4,0.0,308.5,11116.4,836,1,0.11,1217.3
Phoenix,AZ,Large House,12,65.3,68.3,0.0,8.3,8952.8,4815,5,0.143,1275.96
Denver,CO,Townhouse,7,77.9,59.6,0.0,386.5,29687.4,1508,3,0.144,4275.91
Miami,FL,House,7,95.0,31.5,0.0,899.7,102269.7,2126,4,0.132,13514.66
Houston,TX,Condo,5,81.0,38.6,0.0,481.4,20614.1,933,1,0.12,2478.55
Chicago,IL,Apartment,8,75.9,86.9,0.0,326.2,10290.7,729,1,0.168,1725.59
Houston,TX,Large House,1,64.8,32.7,7.2,0.0,7459.2,3773,6,0.132,970.96
Boston,MA,Condo,11,43.7,56.8,638.0,0.0,35957.0,999,1,0.21,7541.31
Seattle,WA,House,6,72.3,55.0,0.0,218.6,36644.9,2919,4,0.12,4383.64
Seattle,WA,Apartment,12,50.2,45.3,444.7,0.0,27248.7,1175,1,0.11,3005.58
Miami,FL,House,3,70.9,35.2,0.0,178.4,21484.0,2046,3,0.11,2364.76
Chicago,IL,House,2,27.3,65.7,1132.3,0.0,158146.0,2116,1,0.154,24371.21
Boston,MA,Large House,2,29.4,61.2,1066.7,0.0,404630.8,4973,5,0.231,93469.36
New York,NY,Condo,11,43.5,75.9,644.8,0.0,38146.2,1044,1,0.18,6846.69
Houston,TX,Condo,11,71.3,49.7,0.0,189.8,13840.7,1485,1,0.12,1648.86
Seattle,WA,Apartment,7,76.9,48.5,0.0,356.9,16536.5,1082,2,0.12,2002.39
Miami,FL,House,12,59.6,80.5,160.9,0.0,30753.0,2671,1,0.121,3722.81
Atlanta,GA,House,6,68.1,71.6,0.0,93.9,15855.9,2581,4,0.156,2490.85
New York,NY,Townhouse,5,60.7,54.3,127.7,0.0,11476.1,1300,2,0.18,2072.7
Houston,TX,Apartment,7,89.8,51.0,0.0,745.2,21694.1,705,1,0.144,3120.73
New York,NY,Townhouse,9,69.1,85.1,0.0,124.5,13989.2,2005,1,0.18,2524.16
Phoenix,AZ,Large House,9,86.8,61.8,0.0,655.4,181422.2,4452,6,0.13,23596.16
New York,NY,Condo,5,62.4,57.6,76.9,0.0,8469.3,1581,3,0.18,1526.02
Atlanta,GA,Condo,8,72.4,46.9,0.0,221.5,14857.1,1381,1,0.156,2308.23
Phoenix,AZ,Townhouse,9,85.4,74.1,0.0,612.6,64785.0,2127,1,0.13,8410.13
New York,NY,Apartment,10,53.3,34.5,350.3,0.0,20560.1,1114,2,0.18,3694.92
Boston,MA,Large House,3,40.7,68.4,729.7,0.0,263227.9,4699,3,0.21,55275.24
New York,NY,Townhouse,2,31.1,79.8,1016.6,0.0,83229.4,1341,1,0.198,16476.83
Los Angeles,CA,House,4,62.9,63.6,61.8,0.0,9728.7,1903,1,0.22,2142.36
Houston,TX,House,10,78.3,32.4,0.0,400.0,67747.9,3064,6,0.12,8145.74
Los Angeles,CA,Townhouse,11,51.7,37.2,398.9,0.0,30905.9,1234,1,0.22,6785.44
Chicago,IL,Condo,12,29.8,81.2,1054.7,0.0,66660.2,1129,2,0.154,10253.44
Miami,FL,House,2,60.2,89.1,145.0,0.0,32547.0,3085,2,0.121,3942.86
Los Angeles,CA,Condo,11,49.0,60.3,479.2,0.0,36914.4,1347,2,0.22,8119.2
Chicago,IL,Large House,8,81.8,52.2,0.0,504.9,96886.0,3068,2,0.168,16284.34
Houston,TX,Apartment,11,70.0,65.1,0.0,149.5,3746.7,551,1,0.12,430.79
Atlanta,GA,House,1,44.4,48.4,619.2,0.0,108927.1,2624,5,0.143,15592.98
Atlanta,GA,Condo,5,68.2,54.4,0.0,96.0,6237.5,1172,2,0.13,828.48
Miami,FL,House,4,71.2,70.7,0.0,185.7,21857.6,2003,4,0.11,2414.35
Los Angeles,CA,Condo,11,49.7,41.4,459.1,0.0,25325.8,967,1,0.22,5567.65
Chicago,IL,House,9,66.3,89.1,0.0,38.6,6867.1,2079,4,0.14,957.83
New York,NY,Condo,6,76.2,46.3,0.0,337.4,13070.9,829,1,0.216,2819.33
Denver,CO,Large House,6,73.5,46.5,0.0,253.7,74538.2,4495,5,0.144,10751.26
Miami,FL,Apartment,11,71.3,63.5,0.0,187.6,4844.7,578,1,0.11,519.32
Los Angeles,CA,Townhouse,4,58.0,50.8,211.3,0.0,25436.8,1848,2,0.22,5583.86
Phoenix,AZ,House,7,91.3,74.1,0.0,788.5,144234.1,3418,4,0.156,22505.14
New York,NY,Apartment,12,32.7,44.4,968.4,0.0,49274.1,999,1,0.198,9754.39
Boston,MA,Townhouse,7,76.3,69.8,0.0,339.7,35982.2,2069,3,0.252,9068.23
Chicago,IL,Townhouse,11,42.8,84.0,665.3,0.0,68065.4,1661,1,0.14,9540.38
Phoenix,AZ,Condo,9,88.3,62.4,0.0,700.1,33516.4,1051,2,0.13,4347.29
Los Angeles,CA,Apartment,10,65.6,32.7,0.0,17.2,1304.5,772,1,0.22,294.44
Boston,MA,Large House,11,47.4,65.4,526.5,0.0,183091.1,4490,3,0.21,38464.21
Denver,CO,House,1,40.3,72.9,741.4,0.0,166237.2,3364,5,0.132,21951.91
Houston,TX,Large House,4,78.3,63.1,0.0,398.0,109978.2,4350,6,0.12,13192.42
Seattle,WA,Apartment,1,44.8,65.4,606.3,0.0,23632.2,758,1,0.11,2618.75
Miami,FL,Townhouse,12,65.3,70.9,0.0,9.6,3207.9,2046,3,0.121,398.71
New York,NY,Townhouse,4,51.3,56.6,410.6,0.0,55646.6,2152,4,0.18,9999.57
Seattle,WA,House,9,72.8,76.6,0.0,234.2,21277.3,1583,2,0.1,2133.81
Denver,CO,Apartment,6,68.5,77.2,0.0,105.1,5947.3,1145,2,0.144,851.23
Chicago,IL,Townhouse,10,57.5,63.5,226.1,0.0,19219.8,1310,2,0.14,2693.65
Los Angeles,CA,Large House,10,64.7,32.4,7.6,0.0,6190.8,3414,1,0.22,1361.19
Denver,CO,House,10,65.0,33.9,0.0,0.9,3723.3,2993,3,0.12,460.63
Seattle,WA,Townhouse,12,44.6,69.7,612.0,0.0,64629.8,1710,1,0.11,7116.3
Phoenix,AZ,Apartment,1,61.1,82.8,116.6,0.0,5611.2,834,1,0.143,789.53
Phoenix,AZ,House,4,72.8,76.1,0.0,234.1,45236.9,3408,1,0.13,5890.17
Boston,MA,Large House,12,36.5,50.1,855.8,0.0,252053.9,3848,3,0.231,58221.23
Boston,MA,Condo,7,76.2,38.7,0.0,335.7,25021.9,1597,1,0.252,6311.06
Chicago,IL,Townhouse,6,69.8,82.8,0.0,144.6,14261.4,1775,2,0.168,2399.03
Denver,CO,Townhouse,5,60.0,70.7,149.6,0.0,19202.8,1905,3,0.12,2308.1
Denver,CO,Condo,12,49.4,86.5,467.4,0.0,25745.5,962,1,0.132,3415.11
Denver,CO,Large House,11,50.4,43.2,436.9,0.0,106607.3,3119,5,0.12,12787.82
Seattle,WA,Apartment,3,53.9,60.6,332.9,0.0,12303.0,702,1,0.1,1238.63
Houston,TX,Condo,8,88.7,71.9,0.0,711.8,31941.7,987,1,0.144,4616.53
Denver,CO,Apartment,2,46.4,53.4,556.8,0.0,26956.9,936,1,0.132,3571.89
